Transaction Type,Transaction Amount,Sender Balance Before,Sender Balance After,Recipient Balance Before,Recipient Balance After,Fraud/Not
Online,4750,45373,40623,8492,13242,Yes
Chip,9802,37269,27466,51435,61237,No
Online,443,69534,69091,10944,11387,No
Chip,4264,87155,82891,7181,11445,No
Chip,2199,99463,97265,9281,11480,Yes
Online,6007,83479,77473,74895,80902,No
Online,3163,11155,7992,14046,17209,Yes
Online,2623,29407,26785,59192,61815,Yes
Swipe,7525,11297,3771,7271,14797,No
Online,5374,16240,10866,14657,20031,No
Online,3622,28946,25324,68093,71715,No
Online,9115,81540,72425,90345,99460,Yes
Chip,5276,16957,11681,92705,97981,No
Online,616,39518,38902,71339,71955,Yes
Online,8461,20492,12032,51347,59807,Yes
Online,9289,13942,4653,87743,97032,Yes
Swipe,8401,22296,13895,58941,67342,No
Swipe,1525,11260,9734,69634,71160,No
Online,1910,45814,43905,10065,11975,No
Online,5295,91467,86173,82759,88053,No
Chip,8292,13091,4799,42903,51195,No
Swipe,5416,19720,14304,69192,74608,No
Swipe,6061,66040,59980,3819,9880,Yes
Online,6502,10653,4151,83346,89848,Yes
Online,6501,87538,81037,70209,76711,Yes
Swipe,6659,85384,78725,86505,93164,Yes
Online,6597,35472,28876,61029,67626,Yes
Online,7409,89714,82305,74356,81766,No
Online,9971,52229,42258,77623,87594,Yes
Online,8322,50956,42634,68245,76567,Yes
Chip,9888,47757,37868,52195,62084,No
Swipe,5975,35727,29752,86870,92845,No
Chip,9309,70305,60995,70136,79446,Yes
Swipe,7117,91867,84750,31123,38240,Yes
Chip,6264,81646,75382,27642,33906,Yes
Swipe,2784,52682,49898,58334,61119,No
Online,1202,33581,32379,20758,21960,No
Chip,1189,41061,39871,90124,91313,No
Swipe,8124,90356,82232,9456,17580,No
Online,5965,48908,42943,7770,13735,Yes
Chip,5706,31400,25694,37790,43496,Yes
Chip,5858,78570,72712,65051,70909,Yes
Swipe,693,68217,67524,13866,14559,Yes
Online,842,11740,10898,84821,85663,Yes
Swipe,7056,20055,12999,8131,15188,Yes
Chip,9135,87050,77914,86677,95812,No
Chip,6363,6885,522,2099,8462,Yes
Chip,7538,49027,41489,47381,54919,No
Online,8096,13408,5312,90014,98110,Yes
Online,3875,42030,38155,18472,22347,Yes
Online,1549,28717,27168,85590,87139,Yes
Swipe,9186,35611,26425,19431,28617,Yes
Swipe,7273,94368,87095,79384,86658,Yes
Swipe,7953,96059,88106,82451,90404,No
Chip,7841,32260,24419,15461,23303,No
Chip,812,96561,95749,23831,24643,Yes
Online,6722,84908,78186,8601,15323,Yes
Online,1375,52603,51228,77286,78660,No
Online,4879,18194,13315,23277,28156,Yes
Online,3763,80353,76590,11055,14818,Yes
Chip,4573,95625,91052,92982,97555,No
Swipe,8037,95141,87104,60662,68699,No
Swipe,5881,40597,34715,60535,66417,No
Chip,5483,46120,40637,88160,93643,Yes
Chip,3910,24708,20799,87170,91080,Yes
Chip,8321,97534,89213,49091,57412,Yes
Chip,5754,79861,74107,72240,77994,No
Swipe,806,7497,6691,93128,93934,No
Swipe,3737,37483,33746,90240,93977,No
Online,6018,81829,75811,15799,21817,No
Swipe,3036,3232,197,93912,96947,Yes
Swipe,884,56624,55740,89824,90709,No
Online,2361,74042,71681,9244,11605,Yes
Chip,1479,30355,28876,98157,99637,Yes
Chip,7522,87217,79695,87229,94750,Yes
Swipe,831,31869,31039,4932,5762,No
Chip,9344,17023,7679,93743,103087,Yes
Swipe,4453,68922,64469,17015,21468,Yes
Chip,8623,19933,11310,19088,27712,Yes
Chip,5571,49295,43724,26662,32233,Yes
Swipe,6409,54065,47656,43415,49824,No
Online,4318,32993,28675,62641,66959,Yes
Online,1870,78977,77106,88939,90810,Yes
Swipe,9804,56564,46760,97904,107707,No
Online,5901,95281,89380,13240,19141,No
Chip,9251,49577,40326,96200,105451,No
Swipe,3220,75153,71933,2725,5945,Yes
Swipe,8377,80928,72551,40794,49170,No
Online,5158,74155,68997,48988,54147,No
Chip,4445,70955,66510,37313,41758,No
Swipe,145,55571,55426,19665,19810,Yes
Swipe,5718,98043,92325,8827,14545,No
Chip,3310,35096,31786,71118,74428,No
Chip,2136,53628,51492,85694,87830,No
Chip,2994,42675,39681,98213,101207,No
Online,4586,65841,61254,70557,75144,Yes
Online,9218,71879,62661,19075,28293,Yes
Online,4819,42501,37681,30847,35666,Yes
Swipe,627,53206,52579,64571,65198,Yes
Chip,2426,55580,53154,34786,37212,Yes
Chip,387,74015,73628,35028,35415,No
Swipe,9468,26415,16947,65362,74829,No
Online,9518,53430,43912,89253,98771,Yes
Online,1792,16058,14266,51268,53060,Yes
Online,8898,26426,17528,85195,94093,Yes
Swipe,7224,71814,64590,64331,71555,No
Online,6239,74725,68486,33313,39553,No
Online,5049,91901,86852,88692,93742,No
Online,4629,33603,28973,14027,18656,Yes
Chip,452,95619,95167,21172,21625,No
Chip,923,83250,82327,21510,22434,No
Swipe,9708,74081,64372,19784,29492,Yes
Online,7217,82001,74784,6777,13994,No
Swipe,4065,81517,77451,49607,53673,No
Online,8440,24866,16425,38170,46610,Yes
Online,2785,70940,68155,39453,42237,Yes
Online,5149,47870,42721,38430,43580,No
Online,7723,15213,7489,60225,67948,Yes
Swipe,1447,99895,98448,48584,50031,Yes
Online,5788,60910,55122,29473,35260,Yes
Chip,9074,37934,28860,25224,34298,No
Online,1202,28389,27187,58778,59980,Yes
Chip,8763,58522,49760,63805,72567,No
Chip,5526,39938,34412,12237,17763,No
Online,3950,94999,91049,98818,102768,Yes
Swipe,6326,35770,29444,25696,32022,Yes
Swipe,5178,65327,60148,63167,68346,No
Swipe,6922,39359,32437,45941,52864,No
Swipe,3854,55376,51523,58012,61866,No
Swipe,6126,51695,45569,86303,92429,Yes
Swipe,7503,79387,71884,78358,85861,Yes
Online,9502,94425,84924,33456,42958,Yes
Chip,1180,80576,79396,14791,15971,No
Chip,7350,67670,60320,16388,23738,No
Swipe,4535,58878,54344,20163,24697,Yes
Chip,6670,47601,40930,29296,35966,Yes
Swipe,3727,12143,8415,92550,96277,Yes
Chip,3435,46921,43486,32811,36247,Yes
Chip,828,66292,65463,38900,39728,Yes
Online,4008,11069,7061,32288,36296,No
Chip,3491,61718,58227,89509,93000,No
Swipe,1388,44370,42983,51270,52657,No
Chip,8276,15629,7352,42134,50410,No
Online,1334,52942,51608,35303,36637,Yes
Swipe,4543,77985,73442,94924,99467,No
Online,7497,86045,78548,54318,61815,No
Swipe,1849,87298,85449,34848,36697,No
Online,6207,35396,29189,55448,61655,Yes
Online,5931,86169,80238,1691,7622,No
Swipe,987,83785,82797,82959,83946,Yes
Chip,9366,69708,60342,4526,13892,Yes
Online,4100,72907,68807,46987,51087,Yes
Online,7368,40192,32823,50094,57462,No
Swipe,7210,74970,67760,97091,104300,No
Chip,1175,80385,79209,22294,23470,No
Chip,8973,61816,52843,73170,82143,Yes
Chip,1384,80118,78733,15721,17105,No
Swipe,37,57222,57185,65683,65720,No
Chip,7542,84718,77176,51607,59150,No
Chip,5134,34740,29606,32016,37150,Yes
Chip,5114,8490,3376,88372,93486,Yes
Online,587,33199,32611,60873,61460,No
Chip,3380,8737,5357,34825,38205,No
Swipe,6686,6964,278,49164,55849,Yes
Swipe,6667,89742,83075,14057,20725,Yes
Chip,9974,71222,61248,82707,92680,Yes
Online,4860,82384,77524,3149,8009,No
Swipe,6306,40927,34621,20783,27089,Yes
Chip,3190,74975,71785,17541,20731,Yes
Online,9761,47123,37362,75179,84940,Yes
Chip,2487,67601,65114,37442,39929,Yes
Chip,4577,75473,70897,14733,19310,No
Swipe,7936,24919,16984,40763,48698,Yes
Chip,5050,20454,15404,5257,10307,No
Online,5241,47648,42407,54119,59359,Yes
Online,5739,35077,29338,16493,22233,No
Chip,4072,38871,34799,16094,20166,Yes
Chip,722,65105,64383,86325,87047,No
Chip,6362,99971,93609,49900,56262,Yes
Swipe,2033,5240,3206,23142,25175,Yes
Online,4215,82008,77793,85776,89990,Yes
Online,6435,50453,44018,75310,81745,No
Online,6832,82072,75239,12812,19644,Yes
Online,2802,16457,13656,3710,6512,Yes
Swipe,3976,16401,12425,13033,17009,No
Chip,2854,40490,37636,95838,98692,Yes
Swipe,4502,35527,31025,16444,20946,No
Chip,2110,43392,41282,68341,70451,No
Chip,5570,66623,61053,18657,24228,Yes
Swipe,8176,62791,54614,61750,69927,Yes
Swipe,9827,91588,81761,93377,103204,No
Online,8369,8439,70,95594,103963,No
Chip,4498,45179,40680,22712,27211,No
Chip,1166,95036,93870,40564,41730,Yes
Swipe,7818,26978,19160,70603,78421,Yes
Swipe,9025,77681,68655,56700,65725,Yes
Swipe,984,57304,56320,3961,4945,Yes
Swipe,3708,14803,11095,27198,30906,Yes
Online,1141,51940,50799,33443,34584,No
Chip,6846,78781,71935,77647,84493,No
Online,7815,24914,17099,72477,80291,No
Chip,2608,62461,59853,72193,74801,Yes
Online,4797,52972,48175,31538,36335,No
Chip,3716,21549,17833,3857,7573,No
Swipe,3809,51695,47886,42524,46333,Yes
Chip,1796,45470,43673,42570,44367,Yes
Online,184,19192,19008,3229,3413,Yes
Swipe,2933,37048,34114,50725,53658,No
Online,6181,52588,46407,19603,25784,No
Swipe,1574,79823,78248,80741,82316,Yes
Online,5853,68654,62801,61767,67620,Yes
Swipe,762,90790,90028,42663,43425,Yes
Swipe,6743,64468,57725,37686,44429,No
Chip,3708,3891,183,58446,62154,No
Swipe,826,83996,83170,51387,52213,Yes
Online,5032,79586,74554,15818,20851,No
Online,1871,95050,93179,31563,33435,No
Chip,6216,56316,50101,21582,27797,Yes
Swipe,3719,88154,84435,88504,92223,No
Online,2843,43390,40547,77461,80304,No
Chip,9165,18654,9489,49258,58423,No
Online,2763,98597,95835,69204,71967,Yes
Chip,5678,33987,28309,27600,33279,No
Online,7172,46596,39424,82943,90115,No
Swipe,1895,9891,7996,30506,32400,Yes
Chip,3839,78949,75111,55711,59550,Yes
Online,4318,50828,46510,20287,24605,Yes
Online,1115,36853,35738,5948,7063,No
Swipe,9570,43310,33740,19116,28686,No
Online,6792,77315,70523,21869,28661,Yes
Online,2200,91262,89062,33371,35571,Yes
Chip,2151,98315,96164,33492,35643,Yes
Chip,8196,18782,10586,70922,79118,No
Online,7865,35236,27371,60350,68215,Yes
Swipe,8957,58558,49601,56681,65638,Yes
Swipe,8549,31684,23136,19115,27664,Yes
Chip,9975,56418,46442,60584,70559,No
Swipe,2811,29424,26613,34191,37003,Yes
Online,948,75094,74145,48381,49329,No
Online,5769,78212,72444,10258,16027,Yes
Chip,9448,84617,75168,48122,57570,No
Online,8676,14026,5350,99724,108400,No
Swipe,7752,16722,8970,99542,107294,No
Chip,5522,53234,47712,28043,33565,Yes
Chip,6942,87205,80263,31694,38636,Yes
Online,3693,4520,828,71317,75009,Yes
Chip,6844,37204,30361,19110,25954,Yes
Swipe,3844,85006,81162,60715,64560,Yes
Chip,2327,33565,31238,25157,27484,No
Online,9654,72520,62866,1194,10848,No
Chip,6367,37578,31211,67529,73896,Yes
Chip,5165,57764,52599,88619,93783,Yes
Swipe,9523,98404,88881,18039,27562,No
Swipe,2053,24805,22752,83879,85932,No
Swipe,8557,71161,62603,38575,47132,Yes
Online,5742,68117,62375,42629,48371,Yes
Swipe,5107,80787,75680,33011,38118,No
Chip,7390,64857,57467,44656,52046,No
Chip,9861,56473,46612,8604,18464,No
Chip,1037,33629,32592,98852,99889,No
Chip,6479,68655,62176,66700,73179,No
Chip,7276,27557,20280,78143,85419,No
Online,7877,96422,88545,31157,39034,Yes
Swipe,8147,82601,74454,9503,17650,No
Swipe,9722,34079,24357,2692,12414,No
Swipe,7715,85104,77389,78588,86303,No
Online,5380,86305,80924,20517,25897,Yes
Online,8345,68022,59677,28957,37302,No
Online,3477,66867,63390,88327,91804,Yes
Online,8866,82383,73518,12670,21536,No
Online,93,98099,98006,91016,91110,No
Chip,5230,56401,51172,40526,45756,Yes
Swipe,2655,88546,85891,55135,57791,Yes
Chip,5308,41122,35814,27397,32705,Yes
Chip,5997,27421,21423,57976,63973,No
Online,9894,28066,18173,92829,102723,Yes
Online,7878,33710,25832,31096,38974,Yes
Swipe,4398,46952,42554,48126,52524,No
Online,8732,96243,87511,1867,10599,Yes
Chip,7833,20052,12219,86366,94199,No
Online,1787,45193,43406,99938,101725,Yes
Online,5928,22626,16698,83234,89161,No
Chip,9178,14251,5074,89408,98586,Yes
Online,9044,60572,51528,67057,76101,No
Chip,5469,26753,21284,32226,37695,Yes
Online,6172,61371,55199,88521,94693,No
Swipe,7359,45674,38315,90642,98002,Yes
Chip,9410,94048,84638,46480,55890,Yes
Swipe,3091,63498,60408,46582,49673,Yes
Chip,6090,68172,62082,16968,23058,Yes
Swipe,6840,14417,7578,49347,56186,No
Chip,620,92045,91425,63129,63749,Yes
Online,6794,97573,90780,25270,32063,Yes
Swipe,9221,17001,7780,65225,74446,Yes
Online,5105,57669,52564,4028,9133,No
Online,5887,48624,42737,13579,19466,No
Swipe,2913,71452,68539,39417,42330,Yes
Online,887,75988,75101,95420,96307,No
Online,2924,4168,1244,7608,10532,No
Swipe,893,54627,53734,15053,15946,No
Swipe,6142,87328,81186,59067,65208,Yes
Swipe,714,98723,98009,91493,92206,No
Swipe,5982,12070,6088,48044,54027,No
Chip,3131,21157,18026,51022,54153,Yes
Swipe,1600,5904,4304,17543,19144,Yes
Online,4390,82763,78373,67273,71664,Yes
Online,5742,95502,89760,96632,102374,No
Online,746,63293,62548,58347,59093,No
Chip,9141,64303,55162,14018,23159,No
Online,1548,13996,12448,67361,68909,No
Online,920,5343,4423,3257,4176,Yes
Swipe,7066,23807,16741,38683,45749,No
Swipe,643,36359,35716,62945,63588,Yes
Online,8917,74027,65110,72476,81393,Yes
Online,9734,80314,70580,84714,94448,No
Chip,6621,81845,75224,98553,105175,Yes
Swipe,9139,31726,22587,42521,51659,Yes
Swipe,6953,68907,61954,84161,91114,Yes
Chip,3190,42022,38832,63813,67003,No
Online,9699,72482,62783,50493,60193,No
Chip,9886,54540,44654,78955,88841,Yes
Chip,7980,45944,37965,74920,82900,No
Swipe,5320,64328,59007,52684,58004,Yes
Online,5294,79733,74439,36911,42205,No
Swipe,9915,73765,63850,79666,89581,No
Chip,1913,27262,25348,54810,56723,No
Swipe,3901,70866,66964,30205,34106,No
Chip,7702,83913,76210,90008,97710,Yes
Chip,4856,93983,89127,51488,56345,Yes
Online,6650,96508,89857,31770,38420,No
Chip,5933,31781,25847,29626,35560,No
Swipe,1890,89479,87589,69025,70915,Yes
Swipe,8734,72498,63764,35657,44391,Yes
Online,1134,91070,89936,95580,96714,No
Swipe,4194,20354,16160,62587,66781,Yes
Online,5024,38656,33632,52965,57989,Yes
Chip,739,30718,29979,21240,21979,Yes
Chip,2219,51665,49446,47606,49824,Yes
Online,9898,92120,82222,60379,70278,Yes
Chip,6064,94340,88276,117,6181,No
Swipe,1988,39593,37605,79243,81231,No
Online,4238,83973,79735,57043,61282,Yes
Online,6118,43003,36885,26120,32238,Yes
Online,1025,99952,98927,74223,75247,Yes
Online,6254,57768,51514,76697,82951,No
Chip,9701,12102,2401,92292,101993,Yes
Chip,2482,23759,21277,56291,58773,Yes
Swipe,6647,81486,74838,8863,15510,No
Chip,4363,32836,28473,28202,32565,No
Online,6226,26940,20713,37536,43763,Yes
Swipe,6626,57885,51258,22301,28927,Yes
Online,5499,21789,16290,9362,14861,No
Swipe,8267,61830,53564,52372,60639,No
Swipe,3885,53467,49583,60658,64542,No
Swipe,3590,75416,71826,59001,62591,Yes
Online,8322,98447,90125,23523,31845,No
Swipe,5116,29062,23946,77684,82800,Yes
Chip,5438,91131,85692,66670,72108,No
Online,7068,63374,56306,97384,104452,No
Chip,557,29209,28652,16807,17364,Yes
Online,8514,78159,69646,50392,58906,Yes
Chip,4401,71250,66849,28520,32920,No
Swipe,7844,59754,51910,8683,16526,Yes
Chip,5090,45862,40772,28264,33354,No
Chip,5050,47666,42616,59687,64737,Yes
Online,6639,65065,58426,22835,29474,No
Chip,4721,84036,79315,80633,85354,No
Chip,1874,44647,42773,81232,83106,No
Chip,7770,85865,78095,52898,60668,No
Chip,5481,98597,93117,87328,92809,No
Swipe,1764,45850,44085,1312,3076,Yes
Online,7523,76553,69030,16164,23687,Yes
Online,4881,43269,38388,57486,62367,Yes
Online,9844,25994,16150,30812,40656,No
Chip,8130,43080,34950,22977,31107,Yes
Chip,802,33273,32471,9474,10276,No
Online,9253,76565,67311,19540,28793,No
Chip,9806,37984,28178,74671,84476,Yes
Online,4307,10466,6159,33756,38063,No
Swipe,6763,95986,89223,97181,103943,No
Online,5740,22315,16575,37546,43286,Yes
Online,580,85098,84518,57787,58367,Yes
Chip,7368,74433,67065,27958,35327,Yes
Online,4130,9334,5205,51459,55589,No
Swipe,137,11432,11295,7457,7594,Yes
Online,7089,86581,79492,32416,39505,No
Swipe,2545,26719,24174,70626,73171,Yes
Online,4297,8813,4516,12211,16509,Yes
Chip,6535,21428,14893,81201,87736,Yes
Swipe,7395,98145,90750,72998,80393,No
Swipe,488,60313,59825,47389,47876,No
Online,2958,3855,897,41358,44316,Yes
Online,8682,20026,11344,58776,67458,No
Online,9476,97130,87654,71376,80852,Yes
Swipe,6014,91945,85932,46205,52218,Yes
Swipe,6029,44490,38461,10364,16393,Yes
Chip,175,69459,69284,20069,20243,Yes
Chip,6379,50043,43665,66217,72596,No
Chip,91,35369,35279,87700,87791,No
Chip,7904,14190,6286,44589,52493,Yes
Chip,8597,27088,18491,97697,106294,No
Swipe,1151,33083,31932,27200,28351,No
Online,9509,18789,9280,89966,99475,No
Online,6210,18373,12163,99487,105698,No
Chip,3118,41005,37887,48474,51592,Yes
Chip,1698,68984,67286,22300,23998,No
Online,4012,89643,85631,94905,98917,No
Online,3213,9923,6710,28292,31505,No
Online,988,48616,47628,20822,21810,No
Chip,5303,47173,41869,78569,83872,No
Swipe,3819,77843,74023,37183,41002,Yes
Online,8715,80795,72080,16342,25057,No
Online,2794,87438,84644,27376,30170,No
Swipe,6131,49722,43591,72891,79022,Yes
Swipe,9517,68348,58831,7460,16976,Yes
Swipe,8251,59185,50934,54109,62360,Yes
Chip,5109,54446,49338,76602,81711,No
Swipe,9741,98985,89244,7544,17285,Yes
Chip,9225,30967,21743,21532,30757,Yes
Swipe,1693,45853,44159,35860,37554,No
Swipe,6985,46419,39433,15244,22229,Yes
Online,5578,8669,3091,87068,92646,No
Swipe,67,65816,65749,86511,86578,No
Swipe,6189,69732,63543,48130,54320,No
Chip,5347,76889,71542,49093,54440,No
Online,145,17382,17237,91895,92040,Yes
Swipe,6788,9444,2656,55567,62355,Yes
Chip,7214,28611,21398,27469,34683,No
Online,9474,57014,47541,91814,101288,Yes
Online,2127,73666,71539,79935,82062,No
Online,2431,75913,73482,31545,33976,Yes
Online,3838,76600,72762,96296,100134,No
Chip,4535,65319,60784,24132,28667,No
Swipe,1280,34552,33272,49216,50496,No
Swipe,7544,89937,82392,54688,62232,No
Swipe,7144,83377,76233,8495,15639,No
Online,4150,7521,3371,67450,71600,No
Chip,7600,67504,59903,67786,75387,No
Chip,8307,27033,18726,70469,78776,No
Chip,8918,76535,67617,40970,49888,No
Online,181,21624,21443,74717,74898,Yes
Swipe,4577,41970,37393,92453,97030,No
Chip,9356,38489,29133,8777,18133,No
Online,3713,61502,57789,17955,21668,No
Online,3768,51288,47519,10315,14083,No
Online,5590,21945,16355,32062,37653,No
Chip,6155,34730,28575,5878,12033,Yes
Swipe,821,31775,30954,497,1318,No
Online,912,61314,60402,52865,53777,No
Chip,6670,44227,37556,98861,105531,Yes
Chip,214,85930,85715,77940,78155,Yes
Chip,9183,10061,877,86614,95798,No
Online,2706,8934,6228,41868,44575,No
Chip,2496,72792,70297,89625,92121,No
Swipe,931,86717,85786,10581,11512,Yes
Online,6943,39049,32106,60179,67122,Yes
Swipe,76,40746,40670,2760,2836,No
Swipe,5260,61084,55824,3408,8668,No
Online,2387,32780,30394,41448,43834,Yes
Online,1265,43002,41736,51031,52296,No
Chip,4993,84928,79934,91090,96083,No
Chip,8615,36763,28148,46266,54882,Yes
Online,516,98244,97728,8157,8674,No
Online,5827,52514,46687,61026,66853,No
Chip,1873,60506,58633,47273,49146,Yes
Chip,8036,10226,2190,60544,68580,No
Online,7906,39582,31676,31285,39191,No
Chip,257,59672,59415,8702,8959,Yes
Chip,7404,15058,7654,77084,84487,No
Online,3956,69583,65627,1147,5103,No
Online,8631,70192,61561,48595,57226,Yes
Online,7156,79324,72168,53068,60224,No
Chip,6421,59318,52897,75893,82314,Yes
Swipe,1965,20728,18763,81339,83304,No
Chip,3323,4227,905,14908,18231,No
Chip,5651,93340,87689,61515,67165,Yes
Chip,4043,73640,69597,6062,10105,No
Chip,9877,71830,61954,98809,108686,No
Chip,442,76803,76361,36344,36786,No
Online,3538,18072,14533,42295,45833,No
Online,6852,89324,82472,22210,29062,No
Chip,5376,69484,64108,46573,51949,Yes
Chip,18,19344,19325,40954,40972,No
Swipe,3346,71468,68122,28676,32022,Yes
Online,219,90632,90413,59791,60010,Yes
Swipe,9371,52165,42794,11453,20823,No
Online,9329,30628,21299,1483,10812,Yes
Swipe,1917,79035,77118,46695,48612,No
Chip,9440,13915,4475,1304,10744,Yes
Chip,9222,90822,81600,55708,64930,Yes
Swipe,4412,45316,40904,5253,9664,Yes
Online,822,49932,49109,45266,46089,Yes
Chip,4594,69349,64755,59285,63879,No
Chip,8816,93320,84503,97656,106473,No
Online,9195,14173,4979,52612,61807,Yes
Swipe,7160,72254,65094,24154,31314,No
Swipe,4411,90335,85924,62494,66905,Yes
Swipe,9427,26757,17330,55531,64958,Yes
Online,9932,24339,14408,23204,33136,Yes
Online,2393,27270,24877,91160,93553,Yes
Online,1011,84806,83795,5501,6512,No
Chip,1121,28079,26959,17505,18626,No
Online,4119,53347,49227,66810,70929,No
Swipe,6003,93166,87163,41605,47608,Yes
Chip,6758,64490,57732,23366,30123,No
Online,4122,88683,84561,45171,49293,Yes
Swipe,6961,90462,83501,69189,76150,Yes
Chip,4971,91930,86960,8522,13492,Yes
Swipe,4683,16948,12265,10059,14741,No
Swipe,432,29498,29066,46072,46504,No
Chip,5351,42471,37120,65596,70947,No
Chip,2071,49212,47141,29316,31387,No
Chip,1077,38968,37891,31872,32949,No
Swipe,9827,60588,50761,36912,46739,No
